customer_id;name;gender;DOB;Age;job_title;job_industry_category;wealth_segment
1769;Sheridan Shaves;Male;26/11/1960;62;NaN;n/a;Mass Customer
1770;Chrysler Vasile;Female;10/04/1995;28;Junior Executive;n/a;Mass Customer
1771;Zarah Santello;Female;01/11/1974;48;Geological Engineer;Manufacturing;Mass Customer
1772;Michael Foulis;Male;07/07/1984;39;Financial Analyst;Financial Services;High Net Worth
1773;Nickolas Guittet;U;NaN;0;NaN;IT;Mass Customer
1774;Vidovik Astall;Male;01/11/1978;44;Compensation Analyst;Financial Services;Mass Customer
1775;Kimberly Dishmon;Female;01/10/1995;28;Actuary;Financial Services;Affluent Customer
1776;Korey Gate;Male;26/08/1978;45;Accountant I;Financial Services;Affluent Customer
1777;Lucinda Jerok;Female;02/05/1994;29;Sales Representative;Retail;Affluent Customer
1778;Emera Margrem;Female;30/07/2000;23;Staff Accountant III;n/a;Mass Customer
1779;Krishnah Firmage;Male;19/11/1996;26;Information Systems Manager;Argiculture;Affluent Customer
1780;Maude Tixier;U;NaN;0;Research Associate;IT;Mass Customer
1781;Sammie Uglow;Male;26/07/1965;58;Data Coordiator;n/a;Affluent Customer
1782;Ewen Emes;Male;22/12/1966;56;Pharmacist;Health;Affluent Customer
1783;Brett McCalister;Male;30/07/1995;28;NaN;Retail;Mass Customer
1784;Louella O' Timony;Female;15/10/1994;29;GIS Technical Architect;Manufacturing;Mass Customer
1785;Marty Whatford;Male;10/12/1960;62;Clinical Specialist;Health;Mass Customer
1786;Lonee Gorce;Female;20/03/1962;61;Administrative Assistant III;Argiculture;High Net Worth
1787;Tull Godehard.sf;Male;21/11/1976;46;Executive Secretary;Retail;High Net Worth
1788;Anna-diana Kurten;Female;10/08/1964;59;Account Representative IV;Financial Services;High Net Worth
1789;Talya Darycott;Female;29/08/1986;37;Analog Circuit Design manager;Property;Mass Customer
1790;Vite Molyneux;Male;25/09/1993;30;Budget/Accounting Analyst IV;Health;Affluent Customer
1791;Ninon Van Der Hoog;Female;25/12/1974;48;Data Coordiator;IT;Affluent Customer
1792;Dunstan Kegley;Male;07/04/1988;35;NaN;Financial Services;Mass Customer
1793;Hewett Handes;Male;14/06/1989;34;Actuary;Financial Services;Mass Customer
1794;Caro McKirton;Female;10/03/1969;54;Administrative Officer;Property;Mass Customer
1795;Wally Rebbeck;Male;21/09/1977;46;Internal Auditor;Manufacturing;Affluent Customer
1796;Cayla Marcus;Female;28/11/1969;53;Desktop Support Technician;Manufacturing;High Net Worth
1797;Basile Le Floch;Male;16/05/1974;49;Assistant Professor;n/a;Mass Customer
1798;Eunice Risom;Female;11/10/2000;23;Electrical Engineer;Manufacturing;High Net Worth
1799;Tito Brash;Male;23/12/1977;45;NaN;n/a;Affluent Customer
1800;Dianemarie Hatherall;Female;23/09/1955;68;Executive Secretary;Argiculture;High Net Worth
1801;Bendix Olivella;Male;23/12/1976;46;Legal Assistant;Manufacturing;Affluent Customer
1802;Lizzie Duke;Female;11/04/1973;50;Nuclear Power Engineer;Manufacturing;Mass Customer
1803;Clarinda Edlyn;Female;13/01/1988;35;NaN;n/a;Mass Customer
1804;Matelda Kordas;Female;28/03/1963;60;Product Engineer;Property;Affluent Customer
1805;Venus Sketch;Female;15/10/1976;47;Budget/Accounting Analyst II;Financial Services;Mass Customer
1806;Gil De Gregorio;U;NaN;0;Software Test Engineer IV;IT;Mass Customer
1807;Pollyanna Serjeantson;Female;15/03/1955;68;Help Desk Operator;n/a;High Net Worth
1808;Charles Carren;Male;15/12/1965;57;Information Systems Manager;Retail;High Net Worth
1809;Reba Southon;Female;26/01/1961;62;Programmer II;Health;Mass Customer
1810;Royall Terris;Male;06/05/1959;64;Geological Engineer;Manufacturing;High Net Worth
1811;Sylvan Sugge;Male;13/10/1999;24;NaN;Financial Services;Mass Customer
1812;Daffi Sewley;Female;11/07/1959;64;Clinical Specialist;Health;Affluent Customer
1813;Reeva Eakeley;Female;19/05/2001;22;Technical Writer;Manufacturing;Mass Customer
1814;Shawn Platfoot;Female;18/08/1988;35;Web Designer IV;Retail;Affluent Customer
1815;Bab Bingall;Female;26/03/1954;69;Software Test Engineer I;Argiculture;Mass Customer
1816;Lonni Andrichak;Female;25/02/1977;46;NaN;Argiculture;Mass Customer
1817;Jozef Frizzell;Male;13/03/1975;48;Graphic Designer;n/a;High Net Worth
1818;Katha Lockhurst;Female;01/04/1967;56;Assistant Media Planner;Entertainment;Mass Customer
1819;Deedee Fransinelli;Female;23/11/1994;28;Graphic Designer;Entertainment;Mass Customer
1820;Yard Teeney;Male;02/04/1996;27;Software Engineer II;IT;Affluent Customer
1821;Fields Bayne;Male;09/03/1972;51;Web Developer IV;Entertainment;High Net Worth
1822;Trudie Capper;Female;18/09/1962;61;NaN;Financial Services;Mass Customer
1823;Trude Rizzardo;Female;24/05/1974;49;VP Quality Control;n/a;High Net Worth
1824;Robbie Yakubovics;Female;12/10/1959;64;Safety Technician III;Manufacturing;Affluent Customer
1825;Arv Whitsey;Male;14/02/1967;56;VP Quality Control;Financial Services;Mass Customer
1826;Jareb Langcaster;Male;10/01/1961;62;Chemical Engineer;Manufacturing;High Net Worth
1827;Stormie Smyth;Female;15/01/1978;45;Sales Representative;Retail;Affluent Customer
1828;Leigha Bacchus;Female;02/12/1987;35;Junior Executive;Manufacturing;Affluent Customer
1829;Darcy Jaslem;Male;29/10/1980;42;Editor;n/a;Mass Customer
1830;Nathan Antognazzi;Male;30/04/1985;38;Software Consultant;Manufacturing;High Net Worth
1831;Lisle Yokel;Male;13/11/1977;45;Social Worker;Health;Mass Customer
1832;Elicia Normanvill;Female;05/11/1964;58;Programmer Analyst III;Manufacturing;Mass Customer
1833;Klemens Eite;Male;15/03/1967;56;Actuary;Financial Services;High Net Worth
1834;Otes Gottelier;Male;30/06/1977;46;Director of Sales;Financial Services;High Net Worth
1835;Rodrigo Felce;Male;30/06/1993;30;Financial Advisor;Financial Services;Affluent Customer
1836;Rochella Harce;Female;05/06/1955;68;Research Nurse;Health;Mass Customer
1837;Tirrell Cosgreave;Male;29/12/1973;49;Account Coordinator;Manufacturing;Mass Customer
1838;Jobina Dudenie;Female;25/11/1964;58;Business Systems Development Analyst;Financial Services;Affluent Customer
1839;Faythe Rance;Female;08/05/1987;36;Internal Auditor;Entertainment;High Net Worth
1840;Sherman Gullen;Male;04/11/1977;45;Staff Scientist;Argiculture;High Net Worth
1841;Nathanial D'Ambrogi;Male;22/10/1995;27;Administrative Assistant III;Argiculture;Affluent Customer
1842;Ephrayim Beville;Male;27/02/1977;46;Accountant IV;Financial Services;Mass Customer
1843;Kennett Attack;Male;08/09/1984;39;Recruiting Manager;n/a;Mass Customer
1844;Amaleta Slafford;Female;21/10/1975;48;Product Engineer;n/a;Mass Customer
1845;Pascal Veronique;Male;16/01/1978;45;General Manager;Financial Services;Mass Customer
1846;Lorette Daspar;Female;18/12/1978;44;Senior Editor;Manufacturing;Affluent Customer
1847;Bobinette Stanaway;Female;04/02/1978;45;Executive Secretary;Manufacturing;Mass Customer
1848;Dev Caghan;Male;25/11/1976;46;Information Systems Manager;Manufacturing;Mass Customer
1849;Jess Bollans;Male;01/07/1958;65;NaN;Retail;Mass Customer
1850;Dare Wasling;Male;16/05/1978;45;Biostatistician II;Manufacturing;High Net Worth
1851;Miles Fallows;Male;18/03/1974;49;Account Representative II;n/a;Mass Customer
1852;Darby Shailer;Female;21/01/1978;45;Research Associate;Manufacturing;Affluent Customer
1853;Agathe Dimmick;Female;20/06/1987;36;Recruiter;n/a;Mass Customer
1854;Mandie Jeger;Female;12/09/1978;45;Community Outreach Specialist;n/a;High Net Worth
1855;Foss Yanele;Male;08/07/1971;52;Librarian;Entertainment;Mass Customer
1856;Toni Harbidge;Female;20/07/1969;54;Associate Professor;Retail;Mass Customer
1857;Purcell Chinnery;Male;20/09/1968;55;Marketing Manager;Manufacturing;Affluent Customer
1858;Gabriella ;Female;26/04/1957;66;Senior Sales Associate;Manufacturing;High Net Worth
1859;Melamie Hardman;Female;08/04/1990;33;Accountant IV;IT;High Net Worth
1860;Holly-anne Hamman;Female;28/12/1976;46;Nuclear Power Engineer;Manufacturing;Mass Customer
1861;Charlena Muzzi;Female;18/07/1967;56;Geological Engineer;Manufacturing;Mass Customer
1862;Daron Umpleby;Female;29/06/1980;43;NaN;Health;High Net Worth
1863;Adelbert Doelle;Male;11/05/1978;45;VP Product Management;Telecommunications;High Net Worth
1864;Anet Pellitt;Female;03/07/1960;63;Senior Quality Engineer;Retail;Mass Customer
1865;Isabelita Kitchener;Female;24/12/1997;25;Office Assistant III;n/a;Mass Customer
1866;Huberto Bazylets;Male;07/10/1992;31;Marketing Manager;Manufacturing;Mass Customer
1867;Tonya Ritmeier;Female;16/04/1986;37;Senior Developer;n/a;Affluent Customer
1868;Aloisia Ivel;Female;22/06/1988;35;Assistant Manager;Retail;Mass Customer
1869;Neda Longfellow;Female;19/10/1977;46;Geologist IV;Financial Services;High Net Worth
1870;Alikee Sjollema;Female;16/01/1973;50;Graphic Designer;n/a;Affluent Customer
1871;Shayna McQuin;Female;23/01/1994;29;Senior Cost Accountant;Financial Services;High Net Worth
1872;Leif Feeney;Male;28/05/1973;50;Help Desk Technician;Manufacturing;Mass Customer
1873;Raul Cabrer;Male;09/07/1992;31;General Manager;Manufacturing;Affluent Customer
1874;Nickolai McChesney;Male;29/09/1957;66;NaN;Argiculture;High Net Worth
1875;Amory Bohler;Male;11/01/1959;64;Staff Scientist;Retail;High Net Worth
1876;Borden Wooles;Male;28/05/1977;46;Recruiting Manager;Financial Services;Affluent Customer
1877;Radcliffe Bartolomeoni;Male;09/09/1966;57;Associate Professor;Financial Services;High Net Worth
1878;Pen Hedgecock;Male;06/11/1954;68;Account Coordinator;Health;Affluent Customer
1879;Kermy Heningam;Male;25/04/1967;56;Account Representative I;Manufacturing;High Net Worth
1880;Garrett Dommett;Male;11/08/1972;51;NaN;n/a;High Net Worth
1881;Gherardo Lahy;Male;10/12/1957;65;Quality Control Specialist;n/a;Affluent Customer
1882;Justin Ragless;Male;05/05/1964;59;Account Executive;Manufacturing;Affluent Customer
1883;Jinny Cawood;Female;13/08/1991;32;NaN;Health;Mass Customer
1884;Aurore Buckmaster;Female;25/11/1969;53;NaN;Manufacturing;Mass Customer
1885;Jerome Sheavills;Male;27/10/1982;40;Software Consultant;Health;High Net Worth
1886;Eugenie Belcham;Female;22/09/1978;45;Nurse;IT;Affluent Customer
1887;Kynthia Purcer;Female;22/06/1965;58;Director of Sales;IT;Affluent Customer
1888;Sibyl Scholtz;Female;26/01/2002;21;Food Chemist;Health;Mass Customer
1889;Dare ;Male;07/07/1973;50;Quality Control Specialist;Retail;Affluent Customer
1890;Carce Gunthorp;Male;08/10/1972;51;Analyst Programmer;Financial Services;Mass Customer
1891;Neville Bloyes;Male;02/03/1990;33;Marketing Manager;Retail;Mass Customer
1892;Allyson Pinsent;Female;07/09/1995;28;NaN;Retail;High Net Worth
1893;Gunar Sleit;Male;22/04/1968;55;Administrative Officer;n/a;Mass Customer
1894;Patten Laytham;Male;01/04/1976;47;Automation Specialist III;Manufacturing;High Net Worth
1895;Leese Lohan;Female;02/09/1975;48;Technical Writer;Manufacturing;Mass Customer
1896;Garald Brasner;Male;30/04/1995;28;Project Manager;n/a;High Net Worth
1897;Cosette Callar;Female;20/08/1997;26;Product Engineer;n/a;Mass Customer
1898;Katalin Mantz;Female;24/11/1979;43;Developer III;Manufacturing;Affluent Customer
1899;Lambert Vardey;Male;02/09/1997;26;NaN;Retail;Affluent Customer
1900;Noland Larder;Male;15/08/1980;43;Safety Technician II;Financial Services;Affluent Customer
1901;Vail Southernwood;Male;22/08/1977;46;Budget/Accounting Analyst I;Argiculture;Affluent Customer
1902;Camille Vallintine;Female;01/12/1964;58;Environmental Tech;Financial Services;Mass Customer
1903;Tucky Pizzie;Male;20/11/1973;49;Project Manager;n/a;High Net Worth
1904;Nert Muglestone;Female;25/01/1978;45;Technical Writer;IT;High Net Worth
1905;Corabelle ;Female;17/09/1953;70;Help Desk Technician;Manufacturing;Affluent Customer
1906;Waylan Katte;Male;24/04/1988;35;Product Engineer;Retail;Mass Customer
1907;Lind Dredge;Male;04/11/1974;48;VP Sales;Health;High Net Worth
1908;Jaquelyn Workman;Female;10/12/1963;59;Help Desk Technician;Financial Services;High Net Worth
1909;Drucill Laurand;Female;11/12/1984;38;Research Assistant II;Argiculture;Affluent Customer
1910;Yovonnda Warrior;Female;13/07/1959;64;Systems Administrator I;Property;High Net Worth
1911;Hallsy De Leek;Male;08/06/1980;43;Director of Sales;Manufacturing;Mass Customer
1912;Hall Grouer;Male;04/11/1992;30;Account Coordinator;Manufacturing;High Net Worth
1913;Tamiko Fergie;Female;02/11/1973;49;Dental Hygienist;Health;Mass Customer
1914;Clyve Sandwick;Male;21/06/1968;55;VP Product Management;Financial Services;Mass Customer
1915;Dusty Tesimon;Female;12/10/1953;70;Social Worker;Health;Mass Customer
1916;Redd O'Crowley;Male;05/03/1995;28;Computer Systems Analyst II;Retail;High Net Worth
1917;Raquela Schimpke;Female;28/07/1973;50;Senior Sales Associate;Argiculture;Affluent Customer
1918;Devin Sandeson;U;NaN;0;Staff Accountant II;IT;Affluent Customer
1919;Bartie Hartburn;Male;23/12/1960;62;VP Product Management;Argiculture;Mass Customer
1920;Rutter Marlen;Male;06/01/1988;35;Sales Associate;Financial Services;Mass Customer
1921;Cybill Wakes;Female;03/12/1982;40;Accountant III;n/a;Mass Customer
1922;Ailene Tomkies;Female;11/11/1969;53;Speech Pathologist;n/a;High Net Worth
1923;Immanuel Farlamb;Male;23/08/1970;53;Health Coach IV;Health;Mass Customer
1924;Eolande Kauscher;Female;01/12/1965;57;VP Product Management;n/a;Mass Customer
1925;Amaleta Dickens;Female;28/01/1982;41;NaN;n/a;Mass Customer
1926;Stefano Menhenitt;Male;15/11/1957;65;Senior Cost Accountant;Financial Services;High Net Worth
1927;Masha Bibbie;Female;15/07/1975;48;Software Test Engineer I;Manufacturing;Affluent Customer
1928;Sully Dorling;Male;24/09/1977;46;Chemical Engineer;Manufacturing;High Net Worth
1929;Elka Crossgrove;Female;12/10/1986;37;Food Chemist;Health;Affluent Customer
1930;Ambrose Bleasby;Male;14/06/1996;27;Speech Pathologist;Manufacturing;High Net Worth
1931;Boris Syres;Male;06/11/1973;49;Senior Developer;Health;Affluent Customer
1932;Sybila Enefer;Female;03/01/1977;46;Librarian;Entertainment;Affluent Customer
1933;Ephraim Fulep;Male;10/09/1980;43;Automation Specialist I;Manufacturing;Affluent Customer
1934;Bryant Tordiffe;Male;17/01/1963;60;Budget/Accounting Analyst IV;n/a;Affluent Customer
1935;Galvan ;Male;13/11/1974;48;Senior Sales Associate;n/a;Mass Customer
1936;Gisella Scad;Female;08/07/1964;59;Junior Executive;Manufacturing;Mass Customer
1937;Renaud Gahagan;Male;08/01/1974;49;Quality Engineer;Health;Mass Customer
1938;Austin Toopin;U;NaN;0;Automation Specialist IV;IT;Mass Customer
1939;Pierce Cheke;Male;03/05/1992;31;Safety Technician I;n/a;Mass Customer
1940;Gabriellia Coulter;Female;02/03/1977;46;Teacher;Manufacturing;High Net Worth
1941;Dmitri Eleshenar;Male;23/05/1992;31;Librarian;Entertainment;Mass Customer
1942;Abe Townby;Male;08/01/1987;36;Programmer Analyst II;Financial Services;High Net Worth
1943;Armstrong Style;Male;03/10/1985;38;Senior Cost Accountant;Financial Services;Affluent Customer
1944;Gregory Balchin;Male;30/07/1980;43;Programmer III;Argiculture;High Net Worth
1945;Griffin Gisbourn;Male;10/07/1978;45;Software Test Engineer II;n/a;High Net Worth
1946;Brannon Gladman;Male;04/01/1959;64;Systems Administrator III;n/a;Mass Customer
1947;Gretta Patrone;Female;11/12/1963;59;Geologist II;Telecommunications;Affluent Customer
1948;Elizabeth Applewhaite;Female;08/06/1964;59;NaN;Entertainment;Mass Customer
1949;Onida Cockshot;Female;10/05/1954;69;Legal Assistant;Manufacturing;Mass Customer
1950;Berne Fulkes;Male;07/10/1963;60;Web Developer II;Manufacturing;Affluent Customer
1951;Rockie MacCosty;Male;07/06/2000;23;Health Coach II;Manufacturing;Mass Customer
1952;Patrica Donativo;Female;29/01/1974;49;Payment Adjustment Coordinator;Health;Mass Customer
1953;Luisa McGlue;Female;05/06/1978;45;Paralegal;Financial Services;High Net Worth
1954;Greg Iacovo;Male;29/11/1967;55;VP Sales;Manufacturing;Affluent Customer
1955;Thornton Vereker;Male;22/11/1980;42;Environmental Specialist;n/a;Mass Customer
1956;Omero Murra;Male;08/07/1994;29;Human Resources Assistant I;Health;Affluent Customer
1957;Gary Eager;Male;19/09/1977;46;Accountant IV;Property;Affluent Customer
1958;Janina Keme;Female;01/09/1985;38;Professor;n/a;Mass Customer
1959;Arlen Klossek;Male;18/09/1978;45;Director of Sales;Health;Mass Customer
1960;Falkner Jochens;Male;03/07/1978;45;Software Engineer II;n/a;Mass Customer
1961;Licha Lyes;Female;22/11/1960;62;Physical Therapy Assistant;n/a;Mass Customer
1962;Paddie Grunder;Male;01/11/1977;45;Sales Representative;Retail;Mass Customer
1963;Syman Trimnell;Male;18/03/1998;25;Biostatistician I;Argiculture;Mass Customer
1964;Cara Campbell-Dunlop;Female;19/06/1964;59;Mechanical Systems Engineer;Financial Services;Affluent Customer
1965;Bendicty Powrie;Male;14/12/1973;49;Web Designer III;Retail;Mass Customer
1966;Moshe Nicholl;Male;31/10/1993;29;NaN;Financial Services;High Net Worth
1967;Nomi ;Female;19/11/1985;37;Chemical Engineer;Manufacturing;Affluent Customer
1968;Frederica Hughman;Female;12/06/1994;29;Librarian;Entertainment;Mass Customer
1969;Dimitry Kunkler;Male;06/07/1961;62;Teacher;IT;Mass Customer
1970;Carl Eyre;Male;23/08/1982;41;Desktop Support Technician;Manufacturing;Mass Customer
1971;Mariel Dyke;Female;10/02/1998;25;NaN;Manufacturing;Mass Customer
1972;Obed Pauler;Male;14/07/1989;34;NaN;IT;Mass Customer
1973;Fanni Liffe;Female;11/01/1980;43;Media Manager IV;Financial Services;High Net Worth
1974;Aharon Moller;Male;15/06/1958;65;Administrative Officer;n/a;Mass Customer
1975;Tommie Midden;Female;19/10/1965;58;Product Engineer;Health;Affluent Customer
1976;Letitia Coan;Female;16/08/1975;48;Product Engineer;Manufacturing;Mass Customer
1977;Myrtia Paschke;Female;04/10/1977;46;NaN;Manufacturing;Mass Customer
1978;Marge Skerm;Female;06/01/1955;68;Dental Hygienist;Health;Mass Customer
1979;Ephrem Cariss;Male;15/05/1960;63;Statistician III;Manufacturing;Mass Customer
1980;Kenneth Viall;Male;20/06/1992;31;Food Chemist;Health;High Net Worth
1981;Calv Zelland;Male;30/01/1986;37;Sales Associate;n/a;Affluent Customer
1982;Julee Hallewell;Female;30/03/1968;55;Senior Cost Accountant;Financial Services;High Net Worth
1983;Kimberlee Soonhouse;Female;10/03/1963;60;Assistant Media Planner;Entertainment;Affluent Customer
1984;Hewett Alessandretti;Male;01/06/1999;24;Information Systems Manager;Health;Mass Customer
1985;Chrysler Longstaffe;Female;02/12/1978;44;Computer Systems Analyst I;n/a;Mass Customer
1986;Melania Ruske;Female;30/12/1981;41;NaN;Retail;Mass Customer
1987;Jacobo Rosenblum;Male;08/06/1956;67;Research Associate;Health;Affluent Customer
1988;Kelwin Goldsmith;Male;15/04/1957;66;Recruiting Manager;Property;Mass Customer
1989;Emalee Guitel;Female;21/07/1973;50;Graphic Designer;Property;High Net Worth
1990;Mira Askham;U;NaN;0;Senior Financial Analyst;Financial Services;High Net Worth
1991;Tobe Godrich;Male;27/09/1993;30;Research Nurse;Health;Mass Customer
1992;Shanta Attrill;Female;21/10/1995;27;Web Developer I;Manufacturing;Mass Customer
1993;Agustin Isworth;Male;27/07/1980;43;Accounting Assistant II;n/a;High Net Worth
1994;Gray McLorinan;Female;25/04/1986;37;NaN;Manufacturing;High Net Worth
1995;Mabel Sallter;Female;26/03/1969;54;Automation Specialist II;n/a;Mass Customer
1996;Filmer Furby;Male;29/12/1985;37;Structural Engineer;Manufacturing;Mass Customer
1997;Tedmund Simonsson;Male;27/09/1996;27;Structural Engineer;n/a;Mass Customer
1998;Hamil Britch;Male;26/03/1975;48;Media Manager IV;Manufacturing;High Net Worth
1999;Raquel Bamlett;Female;16/08/1962;61;Nuclear Power Engineer;Manufacturing;Mass Customer
2000;Kain Rene;U;NaN;0;Assistant Professor;IT;High Net Worth
2001;Mada Martinho;Female;06/10/1977;46;Analog Circuit Design manager;Manufacturing;Mass Customer
2002;Matilde Hamsher;Female;20/06/1971;52;Mechanical Systems Engineer;Financial Services;Mass Customer
2003;Lilli Hargey;Female;21/06/1962;61;Statistician III;Manufacturing;High Net Worth
2004;Brandy Showering;Male;12/06/1963;60;Nuclear Power Engineer;Manufacturing;Affluent Customer
2005;Marina McElwee;Female;20/08/1978;45;Accountant I;Manufacturing;High Net Worth
2006;Hyacinthia Tuley;Female;04/10/1999;24;Senior Developer;Property;High Net Worth
2007;Gail Scarrisbrick;Male;13/04/1970;53;Programmer I;Manufacturing;Mass Customer
2008;Jamill Cudd;Male;27/07/1993;30;Analyst Programmer;Financial Services;Mass Customer
2009;Neilla Castrillo;Female;16/03/1960;63;Staff Accountant IV;Health;Affluent Customer
2010;Duff Guyer;Male;31/01/1974;49;Data Coordiator;Manufacturing;High Net Worth
2011;Guthrie MacAne;Male;22/01/1978;45;VP Sales;Manufacturing;High Net Worth
2012;Maisey Lavell;Female;07/09/1972;51;Health Coach I;Health;High Net Worth
2013;Marge Girault;Female;10/08/1995;28;Registered Nurse;Health;Affluent Customer
2014;Sandye Avraam;Female;25/05/1990;33;Associate Professor;Manufacturing;Mass Customer
2015;Charyl Sibson;Female;19/02/1974;49;Health Coach IV;Health;Affluent Customer
2016;Laraine Merioth;Female;19/11/1998;24;Executive Secretary;Retail;Affluent Customer
2017;Ezri Sadry;Male;11/02/1995;28;Programmer II;Financial Services;Affluent Customer
2018;Richie Matts;Male;30/01/1963;60;Senior Developer;Financial Services;Affluent Customer
2019;Neda Perkis;Female;13/09/1953;70;VP Marketing;Entertainment;High Net Worth
2020;Portia Proudlock;Female;06/05/1971;52;Biostatistician IV;Property;Affluent Customer
2021;Ulrica Abelwhite;U;NaN;0;Software Test Engineer I;IT;High Net Worth
2022;Mortimer Iremonger;Male;03/07/1982;41;NaN;IT;Affluent Customer
2023;Marco Denziloe;Male;11/01/1971;52;Associate Professor;n/a;High Net Worth
2024;Elinor Biggerstaff;Female;14/07/2000;23;VP Sales;IT;Mass Customer
2025;Agosto Thon;Male;15/04/1982;41;VP Quality Control;n/a;Mass Customer
2026;Anabelle Rogerson;Female;18/09/1987;36;Structural Engineer;Property;Mass Customer
2027;Whitney Dahle;Male;02/09/1964;59;VP Product Management;n/a;High Net Worth
2028;Cathy Parmley;Female;10/12/1976;46;Director of Sales;Retail;Affluent Customer
2029;Charlie Hastilow;Male;10/03/1992;31;Nurse;Manufacturing;Mass Customer
2030;Xymenes Sprull;Male;09/01/1961;62;Administrative Officer;Property;High Net Worth
2031;Philbert Albone;Male;21/01/1987;36;Geologist III;n/a;Mass Customer
2032;Theodore Chicchelli;Male;09/09/1983;40;Quality Control Specialist;Property;Mass Customer
2033;Mar Philippon;Male;31/08/1971;52;Dental Hygienist;Health;High Net Worth
2034;June Haslam;Female;10/01/1974;49;Speech Pathologist;Manufacturing;Mass Customer
2035;Kylie Terese;Male;01/06/1979;44;Senior Developer;Health;Mass Customer
2036;Alix Gilliland;Female;29/04/1977;46;NaN;n/a;Mass Customer
2037;Irwin Ryall;Male;04/01/1989;34;VP Marketing;IT;Mass Customer
2038;Fae Done;Female;26/11/1959;63;Structural Engineer;Financial Services;Mass Customer
2039;Laureen Blower;Female;26/03/1978;45;Senior Developer;IT;High Net Worth
2040;Gal Scardafield;Male;05/09/1969;54;VP Sales;Retail;Affluent Customer
2041;Mort Heath;Male;27/10/1957;66;VP Accounting;Financial Services;Mass Customer
2042;Bendix Cooke;Male;14/08/1968;55;Registered Nurse;Health;Mass Customer
2043;Veronike Clampett;Female;05/09/1977;46;Software Consultant;n/a;Mass Customer
2044;Leyla Eddington;Female;02/08/1998;25;Quality Engineer;Health;Mass Customer
2045;Hermina Franzel;Female;03/07/1984;39;VP Sales;Financial Services;High Net Worth
2046;Charis Maas;Female;27/07/1959;64;Marketing Manager;n/a;Mass Customer
2047;Kirsten Slegg;Female;13/04/1975;48;Paralegal;Financial Services;Affluent Customer
2048;Sorcha Genthner;Female;13/04/1960;63;Financial Advisor;Financial Services;High Net Worth
2049;Jud Purchon;Male;12/02/1962;61;Assistant Professor;Manufacturing;High Net Worth
2050;Opal Costa;Female;26/06/1954;69;Business Systems Development Analyst;n/a;Mass Customer
2051;Teresita Drinnan;Female;15/06/1959;64;Geological Engineer;Manufacturing;Affluent Customer
2052;Ganny Sealeaf;Male;30/11/1955;67;NaN;Retail;Mass Customer
2053;Horatius Dufton;Male;28/05/1978;45;NaN;Financial Services;Affluent Customer
2054;Horace Gilpillan;Male;21/08/1995;28;NaN;Manufacturing;Mass Customer
2055;Harmon Bakster;Male;14/09/1980;43;Administrative Assistant III;Retail;High Net Worth
2056;Cristin Smoughton;Female;04/03/1986;37;Biostatistician IV;Property;High Net Worth
2057;Elianora Sally;Female;04/10/1959;64;Accounting Assistant IV;Manufacturing;Affluent Customer
2058;Ronna Wickersham;Female;04/02/1978;45;Database Administrator I;Argiculture;High Net Worth
2059;Kylen Gimson;Female;15/02/1977;46;Graphic Designer;n/a;High Net Worth
2060;Constancia Akram;Female;23/01/1959;64;Statistician II;Financial Services;Mass Customer
2061;Loralyn ;Female;24/01/1983;40;Technical Writer;Manufacturing;High Net Worth
2062;Guillermo Kolakovic;Male;19/08/1976;47;Junior Executive;Retail;Mass Customer
2063;Benny Crudge;Male;17/06/1963;60;Clinical Specialist;Health;Affluent Customer
2064;Reynard Jaffrey;Male;19/05/1969;54;VP Marketing;Health;Mass Customer
2065;Silvio Henrichs;Male;13/03/1978;45;Technical Writer;Retail;Mass Customer
2066;Skipp McLarens;Male;21/12/1969;53;Food Chemist;Health;High Net Worth
2067;Slade Mulvin;Male;05/05/1979;44;Registered Nurse;Health;Mass Customer
2068;Wandie Nare;Female;08/08/1956;67;Account Representative I;n/a;High Net Worth
2069;Sol Holdron;U;NaN;0;Software Test Engineer IV;IT;Mass Customer
2070;Tiphany Leppington;Female;05/12/1981;41;Recruiting Manager;n/a;Mass Customer
2071;Ardis Ramelet;Female;07/02/1978;45;NaN;n/a;Mass Customer
2072;Margie Tillyer;Female;20/04/1960;63;Environmental Specialist;Financial Services;Mass Customer
2073;Linea ;Female;30/01/1974;49;NaN;Manufacturing;High Net Worth
2074;Roslyn Rawdall;Female;11/06/1997;26;NaN;Financial Services;Mass Customer
2075;Devondra Jovis;Female;23/04/1973;50;Environmental Tech;Manufacturing;Mass Customer
2076;Beatriz Tweddle;Female;03/06/1969;54;Assistant Manager;Manufacturing;Mass Customer
2077;Tobe Lindroos;Female;26/02/1992;31;Cost Accountant;Financial Services;Mass Customer
2078;Joice Govett;Female;30/08/1989;34;Computer Systems Analyst III;Manufacturing;Mass Customer
2079;Eda ;Female;29/07/1956;67;Account Executive;n/a;High Net Worth
2080;Rosamond Sainer;Female;07/08/1959;64;Human Resources Assistant IV;n/a;High Net Worth
2081;Gelya Coaker;Female;21/06/1972;51;Senior Editor;Financial Services;Mass Customer
2082;Sybyl Beekman;Female;07/12/1979;43;Legal Assistant;Health;Affluent Customer
2083;Karee Ortler;Female;18/07/1980;43;NaN;n/a;Mass Customer
2084;Britni Menguy;Female;03/10/1986;37;NaN;IT;Mass Customer
2085;Carolynn Samsin;Female;03/05/1956;67;Pharmacist;Health;Mass Customer
